Source,Target,Type,Ports
"6","35",Undirected,"52p6-329,1p17-282,1p6-10"
"29","37",Undirected,"1p6-38"
"7","21",Undirected,"1p17-284,1p6-10,12p6-110"
"16","35",Undirected,"52p6-2861,1p6-10"
"8","15",Undirected,"1p6-10"
"3","40",Undirected,"1p6-10,3p17-14"
"32","38",Undirected,"1p17-284,1p6-30"
"42","34",Undirected,"1p6-30"
"34","28",Undirected,"1p17-280,1p6-20"
"23","22",Undirected,"1p6-10"
"7","53",Undirected,"1p17-284,1p6-16"
"32","49",Undirected,"1p17-284,33p6-606"
"47","14",Undirected,"1p6-20"
"50","39",Undirected,"1p17-280,2p17-2190,6p6-23936"
"15","18",Undirected,"19p6-6468,42p6-6386"
"44","20",Undirected,"1p6-10"
"6","47",Undirected,"1p17-278,1p6-16"
"38","53",Undirected,"1p17-284,1p6-26"
"17","33",Undirected,"1p6-20"
"51","21",Undirected,"1p6-10"
"18","21",Undirected,"1p6-10"
"47","25",Undirected,"8p6-320"
"35","1",Undirected,"1p6-16"
"19","13",Undirected,"1p6-26"
"22","43",Undirected,"1p17-282,1p6-20,31p6-81741"
"30","12",Undirected,"1p6-10"
"32","36",Undirected,"4p17-6,2p17-1226,6p6-3881"
"3","49",Undirected,"1p17-282,1p6-10,33p6-480"
"42","53",Undirected,"1p6-16,2p6-10983"
"27","3",Undirected,"1p6-10"
"57","51",Undirected,"1p6-32"
"29","26",Undirected,"1p17-282,1p6-10"
"3","26",Undirected,"1p6-10"
"31","46",Undirected,"1p17-282,9p6-5440,1p6-63"
"44","22",Undirected,"1p17-282,1p6-30"
"33","7",Undirected,"12p6-32684"
"44","32",Undirected,"1p17-284,1p6-10"
"5","15",Undirected,"1p6-10"
"17","12",Undirected,"1p17-284,1p6-13"
"12","5",Undirected,"11p6-5400,1p17-220,1p6-32"
"119","79",Undirected,"2301p6-7346,15p6-7250"
"19","22",Undirected,"1p17-282"
"37","7",Undirected,"1p17-282,12p6-250"
"19","29",Undirected,"1p17-282,1p6-10"
"35","26",Undirected,"1p17-284,1p6-20"
"26","3",Undirected,"1p17-282,1p6-10"
"30","14",Undirected,"1p17-282,1p6-10"
"14","57",Undirected,"1p17-278,1p6-58"
"26","28",Undirected,"11p6-1672,1p6-30"
"33","16",Undirected,"1p17-284,1p6-10,15p6-106,16p6-1060"
"29","6",Undirected,"1p6-20"
"120","59",Undirected,"73p17-5,74p17-3"
"16","19",Undirected,"771p6-360,770p6-5938,769p6-1194,1p6-10"
"8","32",Undirected,"1p6-10"
"57","47",Undirected,"1p6-54"
"22","9",Undirected,"1p6-10"
"57","17",Undirected,"1p6-20,2p17-218,6p6-4393"
"7","5",Undirected,"1p6-32"
"41","11",Undirected,"1p17-282,775p6-14900"
"42","48",Undirected,"12p6-26109"
"10","17",Undirected,"1p6-38,2p17-32878,4p6-26275,6p6-13868"
"82","99",Undirected,"2p17-344"
"10","38",Undirected,"1p17-282,1p6-48"
"14","41",Undirected,"1p6-10"
"5","13",Undirected,"1p17-278,1p6-20"
"23","25",Undirected,"8p6-382,5p6-8196"
"49","27",Undirected,"1p6-10"
"8","46",Undirected,"1p17-282,1p6-10"
"13","27",Undirected,"1p17-282,1p6-48"
"50","32",Undirected,"1p17-284,1p6-16"
"38","36",Undirected,"4p17-4,2p17-230,6p6-3579"
"8","22",Undirected,"1p6-10"
"43","13",Undirected,"34p6-16556,1p17-280,35p6-9536"
"19","49",Undirected,"1p6-16"
"22","37",Undirected,"1p17-284,1p6-20"
"43","5",Undirected,"1p6-10"
"41","34",Undirected,"1p17-282,1p6-10"
"30","17",Undirected,"4p17-4,1p17-282,1p6-29,2p17-218,6p6-5033"
"32","17",Undirected,"1p6-13,2p17-1216,6p6-4978"
"29","14",Undirected,"1p6-10"
"21","34",Undirected,"1p6-22"
"27","41",Undirected,"1p6-20"
"48","17",Undirected,"2p17-3262,6p6-6076"
"28","24",Undirected,"1p17-284,1p6-10"
"28","50",Undirected,"1p17-282"
"22","14",Undirected,"1p6-20"
"26","51",Undirected,"1p17-284,1p6-30,31p6-143497"
"15","6",Undirected,"43p6-2298,1p6-10,772p6-979"
"36","44",Undirected,"11p6-461,18p6-1723,19p6-494"
"37","38",Undirected,"1p17-282,1p6-10"
"19","11",Undirected,"1p17-280,1p6-10"
"19","45",Undirected,"1p17-284,1p6-10"
"44","29",Undirected,"1p17-282,1p6-10"
"22","53",Undirected,"1p17-282,1p6-48"
"4","20",Undirected,"1p6-42"
"20","2",Undirected,"1p17-280,1p6-10"
"9","36",Undirected,"1p6-10,2p17-220,6p6-3332"
"53","44",Undirected,"1p6-48"
"44","30",Undirected,"1p17-280,1p6-10"
"15","90",Undirected,"770p6-1140,769p6-997"
"35","2",Undirected,"1p17-282,1p6-10,2p6-3938"
"13","51",Undirected,"50p6-81,1p6-16"
"22","19",Undirected,"1p6-20"
"28","42",Undirected,"1p17-280"
"45","12",Undirected,"1p17-282,2p6-1590"
"4","40",Undirected,"1p6-42,3p17-14"
"32","18",Undirected,"1p17-284,1p6-10"
"36","46",Undirected,"1p17-282,19p6-476"
"27","16",Undirected,"1p6-40,16p6-11486"
"43","4",Undirected,"1p6-58"
"35","27",Undirected,"1p6-10,15p6-3354"
"5","19",Undirected,"1p17-282,1p6-42"
"5","17",Undirected,"4p17-4,1p6-20,2p17-216,6p6-3497"
"29","34",Undirected,"1p6-10"
"37","12",Undirected,"1p6-16"
"9","20",Undirected,"1p6-20"
"7","14",Undirected,"1p17-282,1p6-10"
"35","34",Undirected,"1p17-282"
"24","26",Undirected,"1p17-12,1p6-10"
"50","44",Undirected,"1p6-20"
"28","15",Undirected,"1p6-10"
"31","24",Undirected,"1p6-32"
"50","5",Undirected,"1p17-284,1p6-32"
"24","43",Undirected,"1p6-40"
"48","4",Undirected,"1p17-284,1p6-42"
"14","5",Undirected,"1p17-284,1p6-16"
"41","43",Undirected,"31p6-31131"
"21","42",Undirected,"1p6-10"
"1","42",Undirected,"1p6-26"
"18","50",Undirected,"1p6-16"
"17","41",Undirected,"1p6-50"
"15","29",Undirected,"1p6-30,55p6-5968"
"117","121",Undirected,"779p6-2404"
"11","40",Undirected,"3p17-22,1p6-16,26p6-10788"
"39","13",Undirected,"18p6-0,23p6-200"
"115","86",Undirected,"15p6-16218"
"44","13",Undirected,"1p17-282"
"34","36",Undirected,"4p17-6,1p6-20,2p17-792,6p6-2885"
"8","7",Undirected,"1p6-20,12p6-56212"
"34","26",Undirected,"1p17-282,7p6-5023,1p6-20"
"46","38",Undirected,"1p17-284,1p6-32"
"16","61",Undirected,"771p6-357"
"44","43",Undirected,"1p6-20"
"9","23",Undirected,"3p17-26"
"28","53",Undirected,"1p17-282,1p6-16"
"28","39",Undirected,"1p6-26,2p17-216,6p6-2684"
"8","16",Undirected,"1p6-11"
"33","41",Undirected,"1p17-282,15p6-375"
"30","42",Undirected,"1p17-284"
"33","39",Undirected,"1p17-282,2p17-3588,4p6-0,6p6-33044"
"49","46",Undirected,"1p17-284,1p6-66"
"36","50",Undirected,"1p17-280,19p6-480,1p6-20,18p6-3270"
"22","24",Undirected,"1p17-282"
"45","6",Undirected,"1p6-20"
"41","44",Undirected,"1p17-278,1p6-10"
"40","10",Undirected,"1p6-16"
"4","14",Undirected,"1p6-10"
"40","49",Undirected,"1p17-284,33p6-104829"
"10","1",Undirected,"909p6-25020"
"28","25",Undirected,"8p6-399"
"33","37",Undirected,"1p6-10"
"49","51",Undirected,"1p6-32"
"35","17",Undirected,"4p17-4,1p17-284,1p6-13,2p17-6322,6p6-27907"
"3","27",Undirected,"1p17-280,1p6-20"
"17","7",Undirected,"1p6-10,12p6-930"
"33","50",Undirected,"1p6-10"
"44","18",Undirected,"1p6-46"
"24","47",Undirected,"1p6-48"
"47","7",Undirected,"1p6-32,12p6-11562"
"42","9",Undirected,"1p6-20"
"33","29",Undirected,"1p17-280"
"47","1",Undirected,"909p6-20609,1p17-284,1p6-22"
"57","25",Undirected,"8p6-1140"
"48","45",Undirected,"1p6-20"
"24","3",Undirected,"1p6-30"
"33","10",Undirected,"1p17-282,1p6-48"
"11","5",Undirected,"11p6-25130"
"28","1",Undirected,"1p6-48"
"39","4",Undirected,"1p6-35,18p6-0,23p6-200"
"4","36",Undirected,"4p17-4,1p17-280,1p6-16,2p17-210,6p6-3618"
"26","27",Undirected,"1p17-280"
"6","49",Undirected,"1p17-284"
"18","26",Undirected,"1p17-284,1p6-10"
"29","46",Undirected,"1p6-26"
"46","19",Undirected,"1p17-280,1p6-16"
"5","12",Undirected,"1p17-64,1p6-16"
"41","17",Undirected,"4p17-4,1p17-286,1p6-10,2p17-5814,6p6-41593"
"11","51",Undirected,"1p17-280,1p6-32"
"38","49",Undirected,"1p6-32"
"45","4",Undirected,"9p6-50,10p6-33"
"38","3",Undirected,"1p6-20"
"29","49",Undirected,"1p6-20"
"37","21",Undirected,"1p17-282,1p6-20"
"31","4",Undirected,"10p6-49455"
"24","16",Undirected,"1p17-276,1p6-10"
"54","122",Undirected,"3p17-6"
"40","7",Undirected,"1p17-284,1p6-20,12p6-29231"
"30","1",Undirected,"1p17-278,1p6-32"
"123","59",Undirected,"73p17-5,74p17-3"
"13","57",Undirected,"1p6-20"
"31","47",Undirected,"1p17-280,1p6-44"
"41","18",Undirected,"1p17-280,1p6-26"
"37","17",Undirected,"1p17-280,1p6-13,2p17-4636,6p6-22661"
"28","35",Undirected,"1p17-284,1p6-10"
"42","38",Undirected,"1p17-282"
"10","42",Undirected,"1p17-282"
"49","44",Undirected,"1p17-284"
"9","31",Undirected,"1p17-280,1p6-26"
"43","11",Undirected,"1p17-280,1p6-30"
"28","26",Undirected,"1p17-284"
"6","11",Undirected,"775p6-21"
"32","34",Undirected,"1p6-10"
"16","51",Undirected,"28p6-7893,1p6-20"
"17","2",Undirected,"1p6-36"
"5","34",Undirected,"1p17-48"
"18","24",Undirected,"1p17-280,1p6-20"
"36","3",Undirected,"1p17-284,19p6-508"
"22","15",Undirected,"1p17-282,1p6-10"
"53","5",Undirected,"1p6-10"
"50","26",Undirected,"1p17-282"
"40","38",Undirected,"1p6-20"
"34","6",Undirected,"1p17-280"
"3","45",Undirected,"1p6-10"
"21","28",Undirected,"1p6-20"
"124","54",Undirected,"21p6-3600"
"57","2",Undirected,"1p6-16,2p6-8357"
"13","33",Undirected,"50p6-149,1p6-10"
"4","17",Undirected,"1p17-282,1p6-16,2p17-220,6p6-5118"
"14","27",Undirected,"1p6-10"
"2","29",Undirected,"1p17-282"
"33","38",Undirected,"1p6-10"
"15","4",Undirected,"9p6-114,1p17-280,10p6-5053"
"23","29",Undirected,"1p17-280,1p6-10"
"31","34",Undirected,"1p17-282,1p6-16"
"50","19",Undirected,"1p17-282"
"40","17",Undirected,"4p17-4,1p17-280,1p6-10,2p17-8160,6p6-21652"
"8","40",Undirected,"1p17-282,3p17-18"
"5","41",Undirected,"1p6-20"
"13","47",Undirected,"1p17-284,1p6-22"
"19","28",Undirected,"1p17-282"
"14","36",Undirected,"1p6-30,2p17-212,6p6-2683"
"10","4",Undirected,"1p17-282,1p6-66"
"26","23",Undirected,"3p17-12"
"50","1",Undirected,"1p17-284,1p6-32"
"46","9",Undirected,"1p6-20"
"46","21",Undirected,"1p6-32"
"51","19",Undirected,"1p17-282,1p6-10"
"27","39",Undirected,"1p17-280,1p6-13,2p17-6100,6p6-18804"
"21","43",Undirected,"1p17-284,1p6-10,31p6-14"
"6","41",Undirected,"1p17-282,1p6-10"
"43","46",Undirected,"1p17-278,1p6-16"
"42","11",Undirected,"1p17-280"
"23","35",Undirected,"52p6-3996"
"44","24",Undirected,"1p6-20"
"47","29",Undirected,"1p17-280,1p6-32"
"32","42",Undirected,"1p17-284,1p6-20"
"16","41",Undirected,"1p6-50"
"125","59",Undirected,"73p17-5"
"16","12",Undirected,"1p6-30"
"46","15",Undirected,"1p17-280,1p6-20"
"17","29",Undirected,"1p6-10"
"18","43",Undirected,"28p6-223,1p6-10,31p6-5459"
"3","15",Undirected,"1p6-20"
"4","1",Undirected,"1p17-284,1p6-22"
"14","1",Undirected,"1p17-282,1p6-32"
"50","34",Undirected,"1p17-284,1p6-10"
"28","31",Undirected,"1p17-280,1p6-16"
"26","10",Undirected,"1p17-282,1p6-21"
"50","42",Undirected,"1p6-20"
"46","25",Undirected,"8p6-1105"
"6","43",Undirected,"1p6-30"
"27","50",Undirected,"1p17-284,1p6-16"
"57","15",Undirected,"1p17-280"
"13","3",Undirected,"1p6-16"
"29","35",Undirected,"1p17-284,1p6-10"
"54","66",Undirected,"3p17-6"
"28","33",Undirected,"1p17-286,1p6-10"
"13","43",Undirected,"50p6-41,1p6-16"
"12","25",Undirected,"8p6-373"
"14","3",Undirected,"1p17-278,1p6-10"
"26","41",Undirected,"1p6-20"
"33","28",Undirected,"1p6-20"
"49","18",Undirected,"1p6-16"
"13","49",Undirected,"1p6-22"
"33","5",Undirected,"11p6-9112,1p6-30"
"20","57",Undirected,"1p17-282"
"49","7",Undirected,"1p17-282,1p6-16,12p6-998"
"11","37",Undirected,"776p6-240,1p17-280,1p6-10"
"1","11",Undirected,"1p17-284,1p6-38"
"30","4",Undirected,"9p6-23735,1p6-64,10p6-78384"
"126","59",Undirected,"74p17-3"
"49","10",Undirected,"1p6-16"
"31","43",Undirected,"1p17-280,1p6-10"
"9","21",Undirected,"1p6-10"
"1","39",Undirected,"4p17-6,2p17-26778,4p6-24327,6p6-13895"
"26","32",Undirected,"1p17-280,1p6-10"
"33","53",Undirected,"1p17-280,2p6-157137"
"9","38",Undirected,"1p17-284,32p6-0"
"14","51",Undirected,"1p17-278"
"3","25",Undirected,"8p6-377"
"49","14",Undirected,"18p6-5488"
"36","41",Undirected,"1p17-284,54p6-380,1p6-10,19p6-618,15p6-532,53p6-380"
"14","47",Undirected,"1p17-284"
"29","7",Undirected,"1p17-280,12p6-296"
"41","26",Undirected,"1p17-280,1p6-10"
"37","32",Undirected,"1p17-284,1p6-46"
"6","9",Undirected,"1p17-282,1p6-10"
"57","7",Undirected,"1p17-284,1p6-42,12p6-232"
"36","1",Undirected,"20p6-71673,22p6-380,1p17-286,19p6-738,1p6-30"
"19","33",Undirected,"1p17-282,1p6-30"
"85","80",Undirected,"8p6-13321"
"42","28",Undirected,"1p6-10"
"39","12",Undirected,"1p6-13,23p6-200"
"40","14",Undirected,"1p17-284,1p6-30"
"21","10",Undirected,"1p17-284,1p6-32"
"12","31",Undirected,"1p17-162,1p6-32"
"51","35",Undirected,"1p6-10"
"37","20",Undirected,"1p6-10"
"51","4",Undirected,"1p6-16"
"11","19",Undirected,"1p6-10"
"127","59",Undirected,"73p17-5,74p17-3"
"33","45",Undirected,"568p6-268,1123p6-2457,1265p6-15298,1111p6-3403,1104p6-42,1041p6-11224,1214p6-10606,1140p6-116,1150p6-1617,1p17-282,1154p6-408,50p6-23,1p6-20,1285p6-7965,1418p6-85,1061p6-15660,1142p6-86020,1233p6-4502,1420p6-36,422p6-259,1013p6-6914,1179p6-4626,1282p6-1596,31p6-293992,91p6-13898,1235p6-91288,1052p6-13742,1266p6-2227"
"27","48",Undirected,"1p6-20,12p6-23256"
"67","121",Undirected,"779p6-1440"
"8","21",Undirected,"1p17-282"
"45","27",Undirected,"1p17-280,1p6-20"
"42","26",Undirected,"1p17-284,1p6-10"
"23","43",Undirected,"1p17-284,31p6-18175"
"23","6",Undirected,"1p6-10"
"43","48",Undirected,"1p17-282,1p6-20,12p6-21347"
"24","15",Undirected,"1p17-278,1p6-10"
"48","20",Undirected,"7p6-31631,1p6-10"
"45","13",Undirected,"34p6-15783,1p6-16,35p6-16280,36p6-21"
"33","26",Undirected,"1p17-282,1p6-10"
"49","8",Undirected,"1p17-280,1p6-16"
"20","50",Undirected,"1p6-10"
"1","26",Undirected,"1p17-284"
"10","44",Undirected,"11p6-14427,1p6-32"
"42","6",Undirected,"1p17-282,1p6-10"
"54","91",Undirected,"3p17-8"
"44","51",Undirected,"1p17-284"
"21","31",Undirected,"1p17-282,1p6-10"
"31","32",Undirected,"3p6-6554,29p6-29250"
"18","57",Undirected,"1p6-38,2p6-2100"
"37","22",Undirected,"1p6-16"
"39","17",Undirected,"18p6-0,6p6-0"
"26","21",Undirected,"1p17-280,767p6-14243"
"23","37",Undirected,"1p17-284,1p6-26"
"26","9",Undirected,"1p6-10"
"64","122",Undirected,"3p17-6"
"10","12",Undirected,"1p17-282,2p6-73060"
"10","53",Undirected,"1p17-282,1p6-38,2p6-120959"
"31","48",Undirected,"1p6-16,12p6-172737"
"53","34",Undirected,"1p17-286,1p6-26"
"4","4",Undirected,"10p6-0"
"45","35",Undirected,"1p6-20"
"5","47",Undirected,"1p6-44"
"51","31",Undirected,"1p17-282"
"30","8",Undirected,"1p17-278,1p6-10"
"8","51",Undirected,"1p6-20"
"39","33",Undirected,"1p6-30,23p6-200"
"8","4",Undirected,"1p17-282,1p6-42"
"13","25",Undirected,"8p6-1176"
"3","29",Undirected,"1p17-282,1p6-10"
"5","40",Undirected,"1p6-10,3p17-20"
"12","4",Undirected,"1p17-282,1p6-16"
"10","33",Undirected,"1p6-16"
"24","53",Undirected,"1p6-16"
"42","57",Undirected,"1p6-16,2p6-5866"
"38","7",Undirected,"12p6-224"
"14","44",Undirected,"1p6-10"
"1","25",Undirected,"8p6-384"
"37","27",Undirected,"1p17-278,1p6-16,15p6-2098"
"29","22",Undirected,"1p17-284,1p6-30"
"39","8",Undirected,"1p6-13,23p6-200"
"47","18",Undirected,"1p6-22"
"5","45",Undirected,"1p6-16"
"16","45",Undirected,"28p6-7786,1p17-278"
"64","95",Undirected,"3p17-8"
"39","29",Undirected,"18p6-0,1p6-26,23p6-200"
"46","32",Undirected,"1p17-284"
"45","24",Undirected,"1p17-280,1p6-10"
"1","46",Undirected,"1p6-22"
"20","5",Undirected,"11p6-229,1p17-282,1p6-16"
"67","102",Undirected,"907p6-3840"
"15","109",Undirected,"770p6-1195,769p6-1196"
"41","7",Undirected,"1p6-20,12p6-2984"
"36","8",Undirected,"1p17-282,1p6-20,19p6-506"
"13","18",Undirected,"1p17-282,1p6-16"
"129","102",Undirected,"75p17-7995,76p17-744"
"4","21",Undirected,"1p6-32"
"2","44",Undirected,"1p17-280,1p6-10"
"38","10",Undirected,"1p6-16"
"47","6",Undirected,"1p6-16"
"42","2",Undirected,"1p6-10,2p6-3881"
"30","36",Undirected,"1p17-282,2p17-218,6p6-3076"
"3","17",Undirected,"4p17-6,1p6-13,2p17-214,6p6-6765"
"30","33",Undirected,"1p17-282,1p6-16"
"17","11",Undirected,"1p6-19,42p6-641"
"30","43",Undirected,"1p17-284,1p6-20"
"35","48",Undirected,"12p6-10418"
"39","15",Undirected,"1p17-284,1p6-13,18p6-0,23p6-200"
"12","21",Undirected,"1p17-282,1p6-10"
"39","16",Undirected,"1p6-13,23p6-200"
"17","13",Undirected,"1p17-282,1p6-10"
"32","26",Undirected,"1p6-40"
"74","68",Undirected,"2p17-682"
"18","34",Undirected,"1p17-280,1p6-36"
"29","21",Undirected,"1p17-282,1p6-10"
"33","6",Undirected,"1p6-20"
"46","7",Undirected,"1p6-10,12p6-232"
"28","22",Undirected,"1p6-20"
"43","21",Undirected,"1p6-10"
"42","16",Undirected,"1p17-284,1p6-20,16p6-4991"
"40","25",Undirected,"8p6-377,5p6-8318"
"20","9",Undirected,"1p17-282,1p6-20"
"6","45",Undirected,"1p17-280,1p6-20"
"14","29",Undirected,"1p17-286"
"130","59",Undirected,"74p17-3"
"49","40",Undirected,"3p17-12,1p6-48"
"44","17",Undirected,"1p6-10,2p17-212,6p6-2488"
"8","53",Undirected,"1p17-284"
"48","1",Undirected,"1p17-280"
"17","22",Undirected,"1p6-23"
"57","11",Undirected,"1p17-282,1p6-67"
"1","27",Undirected,"1p6-42"
"22","2",Undirected,"1p17-282"
"8","49",Undirected,"1p6-16"
"41","22",Undirected,"1p6-20"
"5","11",Undirected,"1p17-282,1p6-16"
"24","40",Undirected,"3p17-20"
"16","5",Undirected,"11p6-810,1p17-286,1p6-10"
"24","17",Undirected,"1p17-282,2p17-222,6p6-3426"
"12","49",Undirected,"1p6-42,33p6-480"
"9","8",Undirected,"32p6-14833,1p6-10"
"131","59",Undirected,"73p17-5,74p17-3"
"34","3",Undirected,"1p6-30"
"26","22",Undirected,"7p6-3386,1p6-10"
"32","33",Undirected,"1p17-282,1p6-10,31p6-1390"
"20","39",Undirected,"1p6-13,2p17-772,6p6-3208"
"24","9",Undirected,"1p17-284"
"48","39",Undirected,"4p17-6,2p17-3286,6p6-3807,773p6-84"
"132","59",Undirected,"73p17-5,74p17-3"
"34","44",Undirected,"1p17-282,1p6-40"
"49","38",Undirected,"1p17-284"
"29","57",Undirected,"1p17-278"
"133","134",Undirected,"53p6-4681"
"9","46",Undirected,"1p17-282,1p6-10"
"12","24",Undirected,"1p17-280"
"30","29",Undirected,"1p17-282"
"3","38",Undirected,"1p17-280"
"37","43",Undirected,"28p6-385,1p17-284,31p6-5981"
"51","1",Undirected,"1p17-282,1p6-63"
"30","20",Undirected,"1p6-32"
"28","37",Undirected,"1p17-286,1p6-32"
"1","18",Undirected,"1p17-282,1p6-32"
"35","12",Undirected,"1p17-282"
"64","56",Undirected,"2p17-63"
"14","26",Undirected,"1p17-284,1p6-20"
"70","115",Undirected,"779p6-18140,2304p6-6488"
"51","2",Undirected,"1p6-10,2p6-2898"
"42","8",Undirected,"1p17-282,1p6-10"
"33","23",Undirected,"1p17-282,3p17-14"
"34","38",Undirected,"1p17-282,1p6-10"
"27","32",Undirected,"1p6-10"
"2","53",Undirected,"1p6-48,2p6-8262"
"44","8",Undirected,"1p6-40"
"20","10",Undirected,"1p6-26"
"28","14",Undirected,"1p6-20"
"14","15",Undirected,"1p17-282,1p6-10"
"8","20",Undirected,"1p17-280"
"23","49",Undirected,"33p6-137536"
"53","33",Undirected,"1p6-10"
"34","46",Undirected,"1p17-280,1p6-16"
"36","17",Undirected,"6p6-0"
"54","136",Undirected,"3p17-6"
"137","59",Undirected,"73p17-5,74p17-3"
"51","9",Undirected,"1p6-30"
"37","6",Undirected,"1p6-16"
"3","42",Undirected,"1p6-10"
"5","8",Undirected,"1p17-280,1p6-16"
"19","53",Undirected,"1p17-282,1p6-16"
"29","30",Undirected,"1p6-10"
"138","59",Undirected,"73p17-5"
"34","48",Undirected,"1p6-10,12p6-29661"
"43","27",Undirected,"1p6-20"
"53","57",Undirected,"1p17-282,1p6-30,2p6-7884"
"48","53",Undirected,"1p17-282,1p6-10"
"20","22",Undirected,"7p6-3453,1p6-40"
"5","22",Undirected,"1p17-284,1p6-16"
"124","103",Undirected,"8p6-3144"
"22","44",Undirected,"11p6-338,1p6-10"
"10","13",Undirected,"1p17-278"
"53","10",Undirected,"1p6-22"
"32","11",Undirected,"1p6-16"
"12","9",Undirected,"1p17-280,1p6-20"
"22","5",Undirected,"11p6-2464"
"32","10",Undirected,"1p17-280,1p6-10"
"7","20",Undirected,"1p17-284,7p6-13661"
"39","45",Undirected,"1p17-282,23p6-200"
"29","11",Undirected,"1p17-280"
"7","16",Undirected,"1p6-10"
"27","42",Undirected,"24p6-393,1p17-282,25p6-388"
"36","16",Undirected,"8p6-602,1p6-30,18p6-5131,19p6-490,15p6-380,13p6-380"
"53","19",Undirected,"1p6-16"
"51","32",Undirected,"29p6-4145"
"33","35",Undirected,"1p17-278"
"17","15",Undirected,"1p6-26"
"115","80",Undirected,"8p6-13340"
"41","47",Undirected,"1p6-16"
"27","38",Undirected,"1p17-284,1p6-30"
"51","10",Undirected,"1p17-280,1p6-20"
"45","36",Undirected,"1p6-30,2p17-2742,6p6-6044"
"41","53",Undirected,"1p6-20,2p6-5785"
"28","57",Undirected,"1p17-282,1p6-16"
"39","11",Undirected,"1p17-276,18p6-0,1p6-20,42p6-1057,23p6-200"
"139","59",Undirected,"73p17-5,74p17-3"
"47","50",Undirected,"1p6-70"
"1","48",Undirected,"1p6-10,12p6-65772"
"133","89",Undirected,"779p6-1219,8p6-737"
"20","4",Undirected,"1p17-276"
"20","49",Undirected,"1p6-10,33p6-12956"
"18","9",Undirected,"1p17-282,1p6-10"
"9","19",Undirected,"1p6-10"
"2","25",Undirected,"8p6-1033"
"49","28",Undirected,"1p17-284,1p6-16"
"43","36",Undirected,"4p17-4,2p17-1456,6p6-3005"
"50","11",Undirected,"1p17-282,1p6-10"
"2","48",Undirected,"1p17-280,12p6-43062"
"12","51",Undirected,"1p6-30"
"31","21",Undirected,"1p6-10"
"17","17",Undirected,"4p6-0,6p6-0"
"5","50",Undirected,"1p6-34"
"18","28",Undirected,"1p6-10"
"41","40",Undirected,"1p6-10,3p17-24"
"42","12",Undirected,"1p6-20"
"20","53",Undirected,"1p17-284"
"4","47",Undirected,"1p6-10"
"16","43",Undirected,"28p6-6261,1p6-10"
"54","140",Undirected,"3p17-8"
"22","11",Undirected,"1p17-282,1p6-32"
"46","44",Undirected,"1p6-26"
"48","21",Undirected,"1p6-20,12p6-179"
"37","45",Undirected,"1p17-284,1p6-36,31p6-286"
"64","141",Undirected,"3p17-6"
"15","26",Undirected,"1p6-10"
"22","34",Undirected,"1p17-280,1p6-50"
"14","2",Undirected,"1p17-280,1p6-20"
"31","16",Undirected,"1p6-48,14p6-1440"
"9","32",Undirected,"1p17-278,1p6-10"
"36","40",Undirected,"47p6-696,48p6-380,45p6-380,49p6-380,1p17-282,1p6-10,3p17-28,18p6-5882,19p6-610,2p17-2726,46p6-390,21p6-418,44p6-342"
"51","38",Undirected,"1p17-282,1p6-10"
"23","33",Undirected,"1p6-20,31p6-22528"
"41","21",Undirected,"1p6-10"
"24","49",Undirected,"1p17-282,1p6-48"
"64","89",Undirected,"8p6-3786"
"32","8",Undirected,"1p17-282,1p6-20"
"9","33",Undirected,"1p17-284,1p6-20"
"102","54",Undirected,"21p6-3600"
"28","5",Undirected,"766p6-115228,1p6-16"
"42","7",Undirected,"1p6-10,12p6-5214"
"50","33",Undirected,"1p17-282,31p6-5546"
"1","38",Undirected,"1p17-284"
"30","13",Undirected,"1p17-284,1p6-54"
"39","10",Undirected,"20p6-15477,1p17-284,23p6-200"
"12","57",Undirected,"1p17-284,1p6-10"
"29","5",Undirected,"11p6-4961,1p6-26"
"1","10",Undirected,"909p6-71556,1p17-282,1p6-16"
"51","37",Undirected,"1p17-284"
"34","57",Undirected,"1p6-16"
"50","35",Undirected,"1p17-284,1p6-16"
"50","2",Undirected,"2p6-2842"
"1","22",Undirected,"1p17-284,1p6-16"
"15","11",Undirected,"38p6-3554,905p6-3597,916p6-5397,775p6-5397,912p6-5397,919p6-5397,42p6-5920,911p6-960,40p6-1918"
"41","2",Undirected,"1p6-10"
"142","59",Undirected,"73p17-5,74p17-87"
"37","9",Undirected,"1p17-282,1p6-26"
"23","32",Undirected,"1p17-280,1p6-20,29p6-180"
"14","12",Undirected,"1p17-284,1p6-30"
"26","24",Undirected,"1p17-272,1p6-30"
"14","42",Undirected,"1p17-282"
"36","35",Undirected,"52p6-380,24p6-509,1p17-284,19p6-460,1p6-30,54p6-380,25p6-504,53p6-380"
"37","47",Undirected,"1p17-284"
"14","39",Undirected,"4p17-6,1p6-26,2p17-216,6p6-3461"
"4","31",Undirected,"1p17-280,1p6-22"
"5","1",Undirected,"1p6-10"
"29","10",Undirected,"1p17-284"
"29","18",Undirected,"1p17-284,1p6-10"
"1","47",Undirected,"909p6-30076,1p6-22"
"38","44",Undirected,"1p6-10"
"37","57",Undirected,"1p17-284,1p6-36,2p6-32177"
"35","42",Undirected,"24p6-6378,1p17-280,1p6-20,25p6-11213"
"51","20",Undirected,"1p17-282"
"37","11",Undirected,"1p6-38"
"44","46",Undirected,"1p17-282,1p6-50"
"44","38",Undirected,"1p17-280,1p6-30"
